payment_id,policy_id,billing_month,premium_due,amount_paid,payment_status
PM0008469,P00438,2024-04-01,374.73,374.73,Paid
PM0004476,P00232,2025-08-01,449.75,449.75,Paid
PM0003194,P00160,2024-02-01,411.19,411.19,Paid
PM0009903,P00509,2026-05-01,191.4,191.4,Paid
PM0011773,P00609,2024-09-01,446.21,446.21,Paid
PM0009860,P00508,2025-01-01,633.22,633.22,Paid
PM0008174,P00423,2025-10-01,121.63,121.63,Paid
PM0014559,P00749,2025-04-01,243.11,243.11,Paid
PM0002566,P00130,2026-04-01,248.96,248.96,Paid
PM0009010,P00466,2024-12-01,167.02,167.02,Paid
PM0005301,P00280,2025-07-01,98.47,98.47,Paid
PM0007938,P00411,2026-03-01,189.15,189.15,Paid
PM0000072,P00006,2026-03-01,428.52,0.0,Missed
PM0012992,P00667,2026-06-01,232.57,133.3,Partial
PM0012570,P00646,2025-04-01,72.97,72.97,Paid
PM0006546,P00335,2024-04-01,77.12,77.12,Paid
PM0011723,P00605,2025-06-01,125.98,61.48,Partial
PM0009774,P00503,2024-12-01,165.85,165.85,Paid
PM0010820,P00552,2025-05-01,1031.65,1031.65,Paid
PM0013779,P00706,2025-05-01,257.22,257.22,Paid
PM0000633,P00028,2024-07-01,101.58,101.58,Paid
PM0006363,P00326,2025-12-01,203.51,203.51,Paid
PM0003447,P00170,2025-08-01,388.44,388.44,Paid
PM0007563,P00390,2025-11-01,351.42,351.42,Paid
PM0002853,P00142,2026-06-01,318.6,318.6,Paid
PM0010636,P00544,2024-05-01,524.96,524.96,Paid
PM0005161,P00272,2025-01-01,176.81,176.81,Paid
PM0006061,P00316,2023-04-01,790.35,790.35,Paid
PM0002552,P00130,2025-02-01,248.96,248.96,Paid
PM0002784,P00139,2024-06-01,560.94,560.94,Paid
PM0006863,P00350,2025-07-01,338.69,338.69,Paid
PM0013504,P00693,2025-06-01,313.0,313.0,Paid
PM0004203,P00218,2026-07-01,617.01,617.01,Paid
PM0014545,P00748,2026-03-01,233.16,233.16,Paid
PM0005933,P00311,2024-12-01,179.72,179.72,Paid
PM0003565,P00176,2025-10-01,338.9,338.9,Paid
PM0005602,P00298,2026-07-01,169.76,169.76,Paid
PM0003431,P00170,2024-04-01,388.44,0.0,Missed
PM0009367,P00483,2024-05-01,149.54,149.54,Paid
PM0001500,P00069,2024-02-01,143.01,143.01,Paid
PM0012980,P00667,2025-06-01,232.57,232.57,Paid
PM0005218,P00274,2026-02-01,208.87,208.87,Paid
PM0009655,P00495,2026-03-01,179.38,179.38,Paid
PM0008961,P00461,2026-06-01,30.33,30.33,Paid
PM0000060,P00005,2025-07-01,182.33,182.33,Paid
PM0000841,P00038,2026-03-01,422.3,422.3,Paid
PM0011624,P00599,2025-01-01,249.05,249.05,Paid
PM0012625,P00649,2025-07-01,246.64,246.64,Paid
PM0003824,P00191,2025-04-01,295.15,295.15,Paid
PM0000487,P00024,2025-07-01,108.85,108.85,Paid
PM0008889,P00455,2026-05-01,485.69,485.69,Paid
PM0007967,P00413,2024-12-01,357.69,237.72,Partial
PM0000204,P00013,2025-03-01,149.19,149.19,Paid
PM0008446,P00437,2025-10-01,250.12,0.0,Missed
PM0006780,P00345,2025-06-01,661.78,661.78,Paid
PM0003766,P00189,2026-06-01,204.74,204.74,Paid
PM0004417,P00229,2025-01-01,486.41,486.41,Paid
PM0002864,P00143,2024-11-01,472.19,472.19,Paid
PM0004604,P00240,2026-07-01,56.32,56.32,Paid
PM0011482,P00594,2025-03-01,182.88,182.88,Paid
PM0013551,P00695,2025-11-01,547.06,547.06,Paid
PM0011963,P00619,2024-05-01,377.2,377.2,Paid
PM0009668,P00497,2026-05-01,294.83,294.83,Paid
PM0013279,P00682,2025-09-01,511.43,511.43,Paid
PM0011061,P00571,2024-10-01,296.29,296.29,Paid
PM0007052,P00362,2024-12-01,341.2,341.2,Paid
PM0010794,P00551,2025-07-01,211.89,0.0,Missed
PM0004033,P00207,2025-04-01,95.37,95.37,Paid
PM0004268,P00222,2025-03-01,42.17,29.69,Partial
PM0014439,P00742,2025-08-01,387.1,387.1,Paid
PM0000622,P00028,2023-08-01,101.58,101.58,Paid
PM0006604,P00337,2025-05-01,119.24,119.24,Paid
PM0004696,P00246,2025-04-01,204.0,204.0,Paid
PM0013846,P00709,2026-01-01,262.63,262.63,Paid
PM0004526,P00234,2025-11-01,101.87,101.87,Paid
PM0011203,P00581,2024-11-01,101.16,101.16,Paid
PM0009403,P00484,2026-02-01,109.09,109.09,Paid
PM0003359,P00167,2023-08-01,379.76,379.76,Paid
PM0004480,P00232,2025-12-01,449.75,449.75,Paid
PM0006299,P00325,2023-12-01,59.23,59.23,Paid
PM0004821,P00253,2026-05-01,160.77,160.77,Paid
PM0003818,P00191,2024-10-01,295.15,0.0,Missed
PM0013560,P00696,2024-04-01,104.7,104.7,Paid
PM0003291,P00163,2026-01-01,505.44,505.44,Paid
PM0010611,P00543,2024-11-01,150.12,150.12,Paid
PM0014531,P00747,2026-05-01,149.96,149.96,Paid
PM0011998,P00620,2026-03-01,494.94,494.94,Paid
PM0011143,P00576,2026-05-01,0.0,0.0,Paid
PM0001660,P00077,2025-11-01,179.71,179.71,Paid
PM0005995,P00313,2026-02-01,251.91,251.91,Paid
PM0003836,P00191,2026-04-01,295.15,295.15,Paid
PM0004209,P00220,2025-05-01,204.49,204.49,Paid
PM0000105,P00008,2024-05-01,317.11,317.11,Paid
PM0011247,P00583,2026-04-01,68.95,0.0,Missed
PM0007876,P00408,2025-09-01,137.55,137.55,Paid
PM0001698,P00078,2025-09-01,500.1,500.1,Paid
PM0000807,P00037,2024-06-01,530.5,530.5,Paid
PM0005650,P00301,2023-11-01,157.4,157.4,Paid
PM0013431,P00687,2025-10-01,157.79,157.79,Paid
PM0008791,P00451,2025-08-01,195.14,195.14,Paid
PM0010284,P00528,2025-12-01,91.62,91.62,Paid
PM0003665,P00183,2025-08-01,179.81,179.81,Paid
PM0011657,P00601,2025-11-01,54.01,54.01,Paid
PM0011934,P00617,2025-12-01,332.67,332.67,Paid
PM0003913,P00198,2026-04-01,269.68,269.68,Paid
PM0003450,P00170,2025-11-01,388.44,388.44,Paid
PM0006038,P00315,2024-10-01,113.63,113.63,Paid
PM0012905,P00662,2025-11-01,135.48,135.48,Paid
PM0010946,P00562,2026-07-01,285.53,285.53,Paid
PM0003177,P00159,2025-03-01,121.97,121.97,Paid
PM0001570,P00073,2024-11-01,35.19,35.19,Paid
PM0009585,P00492,2024-09-01,836.82,836.82,Paid
PM0004294,P00224,2024-05-01,642.21,642.21,Paid
PM0001325,P00062,2026-07-01,220.64,220.64,Paid
PM0010363,P00532,2024-12-01,412.5,412.5,Paid
PM0000954,P00044,2025-04-01,205.22,205.22,Paid
PM0009640,P00495,2024-12-01,179.38,179.38,Paid
PM0003050,P00152,2024-08-01,108.42,108.42,Paid
PM0007218,P00373,2025-09-01,362.95,362.95,Paid
PM0012881,P00661,2025-05-01,413.69,413.69,Paid
PM0000029,P00003,2025-02-01,40.13,40.13,Paid
PM0003218,P00161,2025-12-01,357.99,357.99,Paid
PM0014143,P00727,2026-04-01,87.81,87.81,Paid
PM0002090,P00102,2026-03-01,406.58,406.58,Paid
PM0006921,P00353,2024-03-01,81.36,81.36,Paid
PM0001377,P00065,2026-04-01,174.21,174.21,Paid
PM0000009,P00001,2026-05-01,86.9,51.65,Partial
PM0008150,P00421,2026-05-01,560.92,560.92,Paid
PM0005275,P00277,2026-03-01,119.7,119.7,Paid
PM0002440,P00124,2025-10-01,714.19,714.19,Paid
PM0000618,P00027,2026-07-01,65.33,65.33,Paid
PM0013398,P00686,2026-06-01,187.22,187.22,Paid
PM0006920,P00352,2023-08-01,441.45,441.45,Paid
PM0009757,P00502,2025-07-01,394.36,394.36,Paid
PM0012097,P00625,2025-11-01,177.27,177.27,Paid
PM0003439,P00170,2024-12-01,388.44,388.44,Paid
PM0014208,P00730,2026-04-01,362.64,362.64,Paid
PM0010213,P00525,2024-06-01,29.64,29.64,Paid
PM0003935,P00200,2024-01-01,352.42,352.42,Paid
PM0009568,P00492,2023-04-01,836.82,836.82,Paid
PM0011349,P00589,2025-04-01,180.3,180.3,Paid
PM0011085,P00572,2024-10-01,619.24,619.24,Paid
PM0009948,P00511,2026-03-01,105.47,105.47,Paid
PM0004513,P00234,2024-10-01,101.87,101.87,Paid
PM0003409,P00168,2025-08-01,236.69,236.69,Paid
PM0011396,P00591,2025-01-01,157.95,157.95,Paid
PM0002360,P00118,2023-09-01,372.74,372.74,Paid
PM0002248,P00112,2026-02-01,402.19,402.19,Paid
PM0000853,P00039,2025-09-01,1099.84,622.15,Partial
PM0010733,P00549,2023-12-01,54.97,54.97,Paid
PM0011507,P00595,2024-08-01,625.3,625.3,Paid
PM0008236,P00427,2025-09-01,290.48,290.48,Paid
PM0008120,P00421,2023-11-01,560.92,560.92,Paid
PM0007373,P00380,2025-12-01,367.3,367.3,Paid
PM0007971,P00413,2025-04-01,357.69,357.69,Paid
PM0002295,P00114,2026-02-01,558.75,558.75,Paid
PM0009498,P00487,2026-03-01,378.75,378.75,Paid
PM0001173,P00054,2025-11-01,148.34,148.34,Paid
PM0003553,P00175,2025-11-01,349.51,349.51,Paid
PM0000997,P00046,2023-05-01,408.98,408.98,Paid
PM0013793,P00706,2026-07-01,257.22,257.22,Paid
PM0013162,P00675,2025-07-01,119.39,119.39,Paid
PM0003855,P00194,2024-08-01,765.13,765.13,Paid
PM0005542,P00295,2025-06-01,314.75,314.75,Paid
PM0006776,P00345,2025-02-01,661.78,661.78,Paid
PM0009380,P00483,2025-06-01,149.54,149.54,Paid
PM0009026,P00466,2026-04-01,167.02,167.02,Paid
PM0012162,P00629,2024-10-01,489.53,489.53,Paid
PM0004591,P00239,2025-07-01,151.43,151.43,Paid
PM0000713,P00032,2026-01-01,457.22,457.22,Paid
PM0013584,P00696,2026-04-01,104.7,104.7,Paid
PM0000058,P00005,2025-05-01,182.33,182.33,Paid
PM0000408,P00020,2024-01-01,573.96,0.0,Missed
PM0007280,P00377,2025-12-01,131.15,131.15,Paid
PM0005312,P00280,2026-06-01,98.47,98.47,Paid
PM0009605,P00492,2026-05-01,836.82,836.82,Paid
PM0010945,P00562,2026-06-01,285.53,0.0,Missed
PM0005730,P00304,2023-08-01,134.64,134.64,Paid
PM0008067,P00417,2025-12-01,219.24,219.24,Paid
PM0004057,P00208,2026-02-01,180.53,180.53,Paid
PM0010587,P00542,2025-02-01,177.89,177.89,Paid
PM0007108,P00365,2025-09-01,75.89,75.89,Paid
PM0004890,P00257,2024-09-01,229.95,229.95,Paid
PM0001990,P00096,2026-07-01,408.72,408.72,Paid
PM0002534,P00130,2023-08-01,248.96,0.0,Missed
PM0009322,P00480,2025-12-01,671.59,671.59,Paid
PM0013567,P00696,2024-11-01,104.7,104.7,Paid
PM0004999,P00262,2026-02-01,377.63,377.63,Paid
PM0010365,P00532,2025-02-01,412.5,412.5,Paid
PM0003726,P00185,2026-07-01,385.7,0.0,Missed
PM0012801,P00657,2024-08-01,126.71,126.71,Paid
PM0000845,P00039,2025-01-01,1099.84,1099.84,Paid
PM0013960,P00715,2025-11-01,259.73,259.73,Paid
PM0006651,P00340,2025-05-01,163.98,73.19,Partial
PM0011908,P00617,2023-10-01,332.67,332.67,Paid
PM0003623,P00182,2025-08-01,226.88,226.88,Paid
PM0004314,P00224,2026-01-01,642.21,642.21,Paid
PM0011232,P00583,2025-01-01,68.95,68.95,Paid
PM0009954,P00512,2026-02-01,93.98,93.98,Paid
PM0003575,P00178,2024-01-01,584.32,584.32,Paid
PM0007652,P00396,2025-04-01,555.67,555.67,Paid
PM0005842,P00306,2025-12-01,227.92,227.92,Paid
PM0012401,P00637,2026-02-01,80.81,80.81,Paid
PM0009743,P00502,2024-05-01,394.36,394.36,Paid
PM0014198,P00730,2025-06-01,362.64,362.64,Paid
PM0012356,P00635,2026-07-01,102.05,102.05,Paid
PM0008427,P00436,2025-07-01,410.56,0.0,Missed
PM0010880,P00557,2024-12-01,321.82,321.82,Paid
PM0002803,P00139,2026-01-01,560.94,560.94,Paid
PM0000322,P00016,2025-02-01,180.43,180.43,Paid
PM0007814,P00404,2025-02-01,661.28,661.28,Paid
PM0001963,P00096,2024-04-01,408.72,321.19,Partial
PM0006805,P00347,2024-09-01,629.61,629.61,Paid
PM0003846,P00193,2026-06-01,256.14,256.14,Paid
PM0012924,P00664,2024-06-01,74.73,74.73,Paid
PM0004470,P00232,2025-02-01,449.75,449.75,Paid
PM0000400,P00019,2026-05-01,266.55,266.55,Paid
PM0014200,P00730,2025-08-01,362.64,0.0,Missed
PM0001578,P00073,2025-07-01,35.19,35.19,Paid
PM0006666,P00341,2023-05-01,207.83,207.83,Paid
PM0004538,P00235,2026-05-01,410.39,410.39,Paid
PM0010923,P00562,2024-08-01,285.53,285.53,Paid
PM0014083,P00723,2026-07-01,242.27,242.27,Paid
PM0014283,P00735,2026-02-01,209.61,209.61,Paid
PM0010789,P00550,2026-07-01,158.06,0.0,Missed
PM0001209,P00055,2025-09-01,480.85,480.85,Paid
PM0001652,P00077,2025-03-01,179.71,179.71,Paid
PM0001547,P00071,2025-07-01,410.51,323.42,Partial
PM0001099,P00050,2025-01-01,405.72,405.72,Paid
PM0001260,P00058,2024-11-01,375.89,375.89,Paid
PM0007794,P00403,2025-10-01,137.28,137.28,Paid
PM0005079,P00267,2025-04-01,86.79,86.79,Paid
PM0001811,P00085,2023-06-01,176.78,176.78,Paid
PM0007930,P00411,2025-07-01,189.15,189.15,Paid
PM0003096,P00155,2026-02-01,536.24,536.24,Paid
PM0009151,P00472,2025-03-01,256.58,256.58,Paid
PM0007176,P00370,2025-04-01,138.19,138.19,Paid
PM0000071,P00006,2026-02-01,428.52,428.52,Paid
PM0010199,P00524,2025-10-01,189.03,189.03,Paid
PM0005844,P00306,2026-02-01,227.92,227.92,Paid
PM0001590,P00073,2026-07-01,35.19,35.19,Paid
PM0008542,P00442,2023-03-01,89.15,89.15,Paid
PM0000719,P00032,2026-07-01,457.22,457.22,Paid
PM0002509,P00127,2026-06-01,117.63,0.0,Missed
PM0009597,P00492,2025-09-01,836.82,836.82,Paid
PM0001058,P00049,2023-09-01,64.0,0.0,Missed
PM0002659,P00133,2025-03-01,144.56,144.56,Paid
PM0004782,P00250,2026-04-01,70.42,70.42,Paid
PM0012131,P00627,2025-09-01,193.55,193.55,Paid
PM0001930,P00094,2024-11-01,269.34,269.34,Paid
PM0010657,P00544,2026-02-01,524.96,524.96,Paid
PM0005210,P00274,2025-06-01,208.87,208.87,Paid
PM0010656,P00544,2026-01-01,524.96,524.96,Paid
PM0010039,P00515,2026-03-01,87.15,87.15,Paid
PM0008537,P00441,2026-04-01,457.6,457.6,Paid
PM0006453,P00329,2025-11-01,424.18,424.18,Paid
PM0007705,P00399,2024-10-01,87.55,87.55,Paid
PM0000327,P00016,2025-07-01,180.43,180.43,Paid
PM0009302,P00478,2026-04-01,129.82,129.82,Paid
PM0008935,P00459,2024-08-01,413.49,291.54,Partial
PM0013767,P00706,2024-05-01,257.22,257.22,Paid
PM0007671,P00397,2024-08-01,230.57,230.57,Paid
PM0010922,P00562,2024-07-01,285.53,285.53,Paid
PM0009969,P00513,2025-04-01,80.59,80.59,Paid
PM0000312,P00016,2024-04-01,180.43,0.0,Missed
PM0005334,P00282,2025-03-01,396.55,0.0,Missed
PM0013764,P00706,2024-02-01,257.22,257.22,Paid
PM0011153,P00578,2024-02-01,315.5,315.5,Paid
PM0003873,P00197,2023-11-01,810.95,810.95,Paid
PM0004926,P00258,2026-02-01,243.18,243.18,Paid
PM0007880,P00408,2026-01-01,137.55,137.55,Paid
PM0007984,P00413,2026-05-01,357.69,357.69,Paid
PM0011653,P00601,2025-07-01,54.01,54.01,Paid
PM0006095,P00316,2026-02-01,790.35,790.35,Paid
PM0001103,P00050,2025-05-01,405.72,405.72,Paid
PM0002355,P00117,2026-07-01,55.81,55.81,Paid
PM0013272,P00682,2025-02-01,511.43,511.43,Paid
PM0012328,P00635,2024-03-01,102.05,102.05,Paid
PM0008598,P00443,2026-06-01,112.5,112.5,Paid
PM0010492,P00537,2025-02-01,570.54,570.54,Paid
PM0007913,P00410,2026-01-01,156.23,156.23,Paid
PM0002895,P00144,2023-12-01,499.74,499.74,Paid
PM0014098,P00724,2026-05-01,392.33,392.33,Paid
PM0004143,P00211,2025-10-01,481.39,481.39,Paid
PM0013301,P00683,2024-12-01,256.4,256.4,Paid
PM0002487,P00127,2024-08-01,117.63,117.63,Paid
PM0005719,P00303,2025-10-01,242.73,242.73,Paid
PM0003319,P00165,2025-12-01,882.81,882.81,Paid
PM0006550,P00335,2024-08-01,77.12,0.0,Missed
PM0001320,P00061,2026-04-01,210.31,210.31,Paid
PM0003754,P00186,2026-05-01,100.78,100.78,Paid
PM0009182,P00473,2024-12-01,102.27,102.27,Paid
PM0000112,P00008,2024-12-01,317.11,317.11,Paid
PM0010145,P00521,2026-02-01,21.45,21.45,Paid
PM0008359,P00434,2024-05-01,639.88,639.88,Paid
PM0014329,P00738,2023-09-01,544.15,544.15,Paid
PM0009377,P00483,2025-03-01,149.54,149.54,Paid
PM0013590,P00697,2025-06-01,206.98,206.98,Paid
PM0012537,P00644,2026-03-01,490.38,490.38,Paid
PM0011740,P00607,2025-03-01,143.64,143.64,Paid
PM0004014,P00206,2026-05-01,239.6,239.6,Paid
PM0006400,P00327,2025-12-01,428.66,0.0,Missed
PM0001795,P00082,2026-04-01,174.81,0.0,Missed
PM0000499,P00024,2026-07-01,108.85,108.85,Paid
PM0002066,P00101,2023-07-01,1100.15,1100.15,Paid
PM0014267,P00734,2026-03-01,137.75,0.0,Missed
PM0003608,P00182,2024-05-01,226.88,226.88,Paid
PM0003512,P00173,2023-11-01,247.69,247.69,Paid
PM0001486,P00068,2026-02-01,397.96,397.96,Paid
PM0005914,P00311,2023-05-01,179.72,0.0,Missed
PM0004918,P00258,2025-06-01,243.18,243.18,Paid
PM0002166,P00107,2023-07-01,275.31,275.31,Paid
PM0008752,P00449,2026-06-01,33.62,33.62,Paid
PM0000411,P00020,2024-04-01,573.96,573.96,Paid
PM0010333,P00531,2025-07-01,390.73,390.73,Paid
PM0011491,P00594,2025-12-01,182.88,182.88,Paid
PM0001761,P00081,2025-04-01,316.18,316.18,Paid
PM0004206,P00219,2026-06-01,185.42,185.42,Paid
PM0000428,P00021,2024-01-01,195.65,195.65,Paid
PM0011937,P00617,2026-03-01,332.67,332.67,Paid
PM0003244,P00162,2025-04-01,283.27,283.27,Paid
PM0001331,P00063,2026-03-01,606.65,606.65,Paid
PM0000723,P00033,2025-04-01,70.59,70.59,Paid
PM0012754,P00655,2024-12-01,156.78,156.78,Paid
PM0000283,P00015,2025-01-01,224.35,224.35,Paid
PM0011613,P00598,2025-11-01,191.48,191.48,Paid
PM0003741,P00186,2025-04-01,100.78,100.78,Paid
PM0010964,P00563,2025-03-01,142.21,142.21,Paid
PM0009872,P00509,2023-10-01,191.4,144.53,Partial
PM0003644,P00183,2023-11-01,179.81,179.81,Paid
PM0002715,P00136,2025-11-01,349.29,349.29,Paid
PM0008927,P00459,2023-12-01,413.49,413.49,Paid
PM0005045,P00265,2025-03-01,372.15,372.15,Paid
PM0010171,P00523,2025-06-01,185.15,185.15,Paid
PM0009616,P00494,2025-09-01,666.1,666.1,Paid
PM0013336,P00684,2024-12-01,128.15,128.15,Paid
PM0005431,P00286,2025-08-01,66.09,66.09,Paid
PM0008811,P00452,2024-07-01,196.49,196.49,Paid
PM0009410,P00485,2023-10-01,288.29,288.29,Paid
PM0008793,P00451,2025-10-01,195.14,195.14,Paid
PM0008998,P00466,2023-12-01,167.02,167.02,Paid
PM0009848,P00507,2025-12-01,110.0,110.0,Paid
PM0008709,P00447,2024-02-01,817.77,817.77,Paid
PM0011330,P00588,2026-06-01,743.35,743.35,Paid
PM0006080,P00316,2024-11-01,790.35,790.35,Paid
PM0005291,P00279,2023-11-01,341.33,341.33,Paid
PM0001309,P00059,2026-05-01,134.5,134.5,Paid
PM0014270,P00734,2026-06-01,137.75,0.0,Missed
PM0014582,P00750,2024-09-01,685.98,685.98,Paid
PM0004411,P00229,2024-07-01,486.41,486.41,Paid
PM0005295,P00279,2024-03-01,341.33,341.33,Paid
PM0005061,P00266,2026-03-01,547.51,547.51,Paid
PM0002149,P00105,2025-11-01,442.04,442.04,Paid
PM0013493,P00693,2024-07-01,313.0,313.0,Paid
PM0002466,P00125,2025-12-01,143.81,143.81,Paid
PM0001939,P00095,2025-08-01,234.38,234.38,Paid
PM0002765,P00138,2026-01-01,75.47,75.47,Paid
PM0011509,P00595,2024-10-01,625.3,625.3,Paid
PM0005499,P00290,2026-03-01,564.15,564.15,Paid
PM0006594,P00336,2025-12-01,198.24,198.24,Paid
PM0005929,P00311,2024-08-01,179.72,179.72,Paid
PM0000479,P00023,2023-10-01,574.6,574.6,Paid
PM0004869,P00255,2026-04-01,444.0,444.0,Paid
PM0000701,P00032,2025-01-01,457.22,457.22,Paid
PM0009709,P00501,2024-10-01,518.28,518.28,Paid
PM0013247,P00679,2024-11-01,445.32,445.32,Paid
PM0007956,P00413,2024-01-01,357.69,357.69,Paid
PM0012959,P00665,2026-06-01,506.83,506.83,Paid
PM0003966,P00201,2026-05-01,125.01,125.01,Paid
PM0007469,P00385,2026-07-01,183.7,183.7,Paid
PM0012011,P00621,2025-10-01,181.36,181.36,Paid
PM0002957,P00148,2024-09-01,62.38,62.38,Paid
PM0010828,P00552,2026-01-01,1031.65,1031.65,Paid
PM0009327,P00480,2026-05-01,671.59,671.59,Paid
PM0010751,P00549,2025-06-01,54.97,0.0,Missed
PM0009447,P00486,2025-05-01,482.7,482.7,Paid
PM0012129,P00627,2025-07-01,193.55,125.91,Partial
PM0009381,P00483,2025-07-01,149.54,149.54,Paid
PM0000963,P00044,2026-01-01,205.22,205.22,Paid
PM0000545,P00026,2023-11-01,945.63,945.63,Paid
PM0000921,P00043,2024-11-01,536.29,536.29,Paid
PM0005562,P00296,2026-01-01,277.13,277.13,Paid
PM0006484,P00332,2025-03-01,122.94,122.94,Paid
PM0007058,P00362,2025-06-01,341.2,341.2,Paid
PM0007062,P00362,2025-10-01,341.2,341.2,Paid
PM0007618,P00393,2026-03-01,834.88,834.88,Paid
PM0003066,P00152,2025-12-01,108.42,108.42,Paid
PM0006990,P00358,2026-04-01,60.83,60.83,Paid
PM0004718,P00248,2026-03-01,168.99,168.99,Paid
PM0007958,P00413,2024-03-01,357.69,357.69,Paid
PM0008908,P00457,2025-12-01,138.98,138.98,Paid
PM0009490,P00487,2025-07-01,378.75,378.75,Paid
PM0013383,P00686,2025-03-01,187.22,187.22,Paid
PM0002604,P00132,2023-05-01,323.1,323.1,Paid
PM0006340,P00326,2024-01-01,203.51,0.0,Missed
PM0008468,P00438,2024-03-01,374.73,374.73,Paid
PM0003181,P00159,2025-07-01,121.97,121.97,Paid
PM0002941,P00146,2026-06-01,251.37,251.37,Paid
PM0012569,P00646,2025-03-01,72.97,72.97,Paid
PM0000179,P00010,2025-10-01,181.56,181.56,Paid
PM0010617,P00543,2025-05-01,150.12,150.12,Paid
PM0013276,P00682,2025-06-01,511.43,511.43,Paid
PM0008019,P00416,2023-06-01,127.49,0.0,Missed
PM0013107,P00672,2025-12-01,77.27,55.35,Partial
PM0000021,P00003,2024-06-01,40.13,40.13,Paid
PM0009575,P00492,2023-11-01,836.82,-836.82,Paid
PM0013308,P00683,2025-07-01,256.4,256.4,Paid
PM0004183,P00215,2026-06-01,30.9,30.9,Paid
PM0003480,P00171,2025-10-01,608.31,608.31,Paid
PM0009409,P00485,2023-09-01,288.29,288.29,Paid
PM0009244,P00477,2023-12-01,708.84,708.84,Paid
PM0002028,P00099,2025-11-01,706.95,706.95,Paid
PM0012696,P00652,2024-09-01,687.04,687.04,Paid
PM0005432,P00286,2025-09-01,66.09,-66.09,Paid
PM0006918,P00352,2023-06-01,441.45,441.45,Paid
PM0007770,P00402,2025-01-01,234.54,234.54,Paid
PM0001928,P00094,2024-09-01,269.34,269.34,Paid
PM0009452,P00486,2025-10-01,482.7,482.7,Paid
PM0006816,P00347,2025-08-01,629.61,629.61,Paid
PM0010223,P00525,2025-04-01,29.64,0.0,Missed
PM0008007,P00415,2025-09-01,435.73,435.73,Paid
PM0003910,P00198,2026-01-01,269.68,269.68,Paid
PM0005087,P00268,2025-09-01,392.66,392.66,Paid
PM0004945,P00259,2026-03-01,584.68,584.68,Paid
PM0006532,P00334,2025-06-01,525.35,525.35,Paid
PM0008304,P00429,2026-07-01,306.99,306.99,Paid
PM0007182,P00370,2025-10-01,138.19,138.19,Paid
PM0013647,P00700,2023-06-01,330.96,330.96,Paid
PM0010411,P00534,2025-09-01,79.64,79.64,Paid
PM0000237,P00014,2024-07-01,207.74,207.74,Paid
PM0000469,P00022,2025-11-01,619.12,399.87,Partial
PM0013405,P00687,2023-08-01,157.79,157.79,Paid
PM0006529,P00334,2025-03-01,525.35,525.35,Paid
PM0007431,P00384,2025-05-01,545.23,545.23,Paid
PM0003338,P00166,2025-01-01,263.35,263.35,Paid
PM0001561,P00073,2024-02-01,35.19,35.19,Paid
PM0009805,P00504,2026-02-01,604.93,604.93,Paid
PM0011404,P00591,2025-09-01,157.95,157.95,Paid
PM0013800,P00707,2026-04-01,442.88,442.88,Paid
PM0002712,P00136,2025-08-01,349.29,349.29,Paid
PM0004477,P00232,2025-09-01,449.75,449.75,Paid
PM0011465,P00593,2025-06-01,142.88,142.88,Paid
PM0013728,P00703,2026-04-01,218.62,218.62,Paid
PM0010698,P00548,2024-05-01,679.35,679.35,Paid
PM0007501,P00389,2023-07-01,270.03,270.03,Paid
PM0003890,P00197,2025-04-01,810.95,810.95,Paid
PM0001131,P00052,2025-07-01,219.66,219.66,Paid
PM0013840,P00709,2025-07-01,262.63,262.63,Paid
PM0014548,P00748,2026-06-01,233.16,0.0,Missed
PM0011021,P00570,2023-08-01,159.96,159.96,Paid
PM0001438,P00067,2024-11-01,198.85,198.85,Paid
PM0000448,P00021,2025-09-01,195.65,195.65,Paid
PM0002093,P00102,2026-06-01,406.58,406.58,Paid
PM0007787,P00402,2026-06-01,234.54,234.54,Paid
PM0003614,P00182,2024-11-01,226.88,226.88,Paid
PM0007274,P00375,2026-04-01,175.07,175.07,Paid
PM0013406,P00687,2023-09-01,157.79,157.79,Paid
PM0008128,P00421,2024-07-01,560.92,560.92,Paid
PM0006959,P00355,2025-12-01,70.51,70.51,Paid
PM0001679,P00078,2024-02-01,500.1,500.1,Paid
PM0007635,P00395,2024-05-01,209.53,209.53,Paid
PM0000167,P00010,2024-10-01,181.56,181.56,Paid
PM0000931,P00043,2025-09-01,536.29,536.29,Paid
PM0005556,P00296,2025-07-01,277.13,277.13,Paid
PM0009110,P00470,2026-06-01,347.86,347.86,Paid
PM0011460,P00593,2025-01-01,142.88,142.88,Paid
PM0000065,P00005,2025-12-01,182.33,182.33,Paid
PM0013059,P00671,2024-05-01,377.8,377.8,Paid
PM0005413,P00285,2024-12-01,357.44,357.44,Paid
PM0009286,P00478,2024-12-01,129.82,129.82,Paid
PM0005688,P00302,2025-12-01,293.34,293.34,Paid
PM0014150,P00728,2023-11-01,147.25,147.25,Paid
PM0008079,P00418,2023-07-01,476.51,0.0,Missed
PM0001553,P00071,2026-01-01,410.51,410.51,Paid
PM0011034,P00570,2024-09-01,159.96,159.96,Paid
PM0012723,P00653,2025-07-01,211.59,211.59,Paid
PM0001945,P00095,2026-02-01,234.38,234.38,Paid
PM0006756,P00344,2026-04-01,925.69,925.69,Paid
PM0007617,P00393,2026-02-01,834.88,834.88,Paid
PM0002280,P00113,2025-08-01,16.19,16.19,Paid
PM0005544,P00295,2025-08-01,314.75,314.75,Paid
